category,reviews
Neg, there are those of us who think of leslie nielsen as the bumbling   hapless straight man from the hysterical   naked gun   films   crack an immediate smile and forgive him of whatever wavering movie spoof he s committed himself to starring in since    the wavering movie spoofs   however   are less forgivable    to be fair     wrongfully accused     the send up in question and nielsen s third parody since the last   gun     isn t quite as excruciatingly humorless as his   dracula   dead and loving it   or   spy hard     which is a mighty good thing    nielsen is still in tip top comedic form   able as ever to deadpan his way through even the most horrible puns   but he really needs a screenplay that plays off his talents instead of relying on them   and he needs one very soon       wrongfully accused   meshes together the premises of   the fugitive   and   patriot games     casting its always game star as ryan harrison   get it       a master violinist who is drawn into an affair with a married temptress   kelly le brock      she   however   sets harrison up to take the rap for the murder of her husband   michael york     a crime actually committed by a one armed   one legged   one eyed man   aaron pearl      harrison is arrested   found guilty and sentenced to death   but escapes from a prison bus   of course   and then is pursued by a determined u   s   marshal named fergus falls   richard crenna   unnecessarily riffing off of tommy lee jones  already smirky oscar winning role      there s also a mystery brunette   melinda mcgraw   and an assassination subplot involving the u   n   secretary general   but like any of it matters       wrongfully accused   gets off to an assured start   with an in concert nielsen   touted   lord of the violin   by bare chested posters   pulling a jimi hendrix on his musical instrument as hundreds of tuxedo clad mosh in front of the stage    nice touch    most of the scenes that follow   however   never top the opener       hysterical exceptions   the mentos and   baywatch   goofs      movie parodies are crammed in at an almost subliminal rate   but most are empty    when a giant snake lunges onto the screen and snatches a cast member a la   anaconda   or baseball players disappear into a   field of dreams    esque cornfield   there s really nothing to laugh at    other moments   like an interlude in a fishing shop   are so unfocused that you re not sure what you re supposed to be laughing at    there seem to be more cheap references than frenzied send ups here   so it s possible that director/writer pat proft   by bombarding the viewer with a careless mixture of the two   guarantees something is sure to stick    and what does stick sticks well   particularly the jabs at genre conventions like stylized flashbacks and hard boiled dialogue   what those   naked gun   s   which proft collaborated on   did great   these bits are so on target that they allow you to remember   wrongfully accused   as an almost halfway there spoof instead of a lame brained failure    the movie might have been cursed to begin with   opening fast on the heels of   mafia !     from proft colleague jim abrahams   and   baseketball     from proft colleague david zucker   but it s a strong possibility that nobody is going to be accusing   wrongfully accused   of being nielsen s funniest    
Neg, please don t mind this windbag letting off a bit of steam       i  just want to warn all of y all not to waste your hard earned $$$ on anaconda    it s not even worth a 99 cent video rental    don t listen to ebert on this one   he has no clue what he s talking about !    btw i accompanied my friend to this one because she was * required * to watch it on assignment   she reviews movies for a local paper      now i ll actually back up my huffing and puffing    here goes    movie   anaconda rydain s bottom line   wait for it to come on usa up all night    even then   i doubt it s worth the price of jolt   to help you stay up that late !    why do i hate anaconda    let me count the ways        first of all   this movie gets way too many snake facts wrong    as an ophiophile   snake lover     i can tell you that a   anacondas would never reach a length of 40 feet   b   they re scared of people   c   cases of snakes eating adult humans are extremely rare because human shoulders are too wide to fit in a snake s mouth   and constrictor snakes don t kill what they can t eat   d   people can outrun snakes with no trouble   especially heavy ones like anacondas   e   if an anaconda did eat a human   it would need at least 6 months of sitting on its butt to digest the huge meal   therefore it couldn t run around gobbling up everybody else in the cast   and f   snakes have no vocal cords   so they can t make funny squealing noises    whew    i was prepared to suspend reality if the movie would have been worth it    unfortunately   anaconda was about as suspenseful and exciting as watching paint peel    my friend and i even successfully predicted who would live at the end    anybody can tell the bad guy is going to die eventually    that was a pity because his character was one of the few reasons my friend and i didn t give up and fall asleep    he was the most likable character in the movie    who wouldn t enjoy somebody who looks like a deranged walt whitman    anaconda did have its cute moments   arguments between ice cube s character and the british guy   for instance    however   those small flashes of wit were not worth the other hour and twenty eight minutes of boring schlock    the writers had   and blew   a multitude of opportunities to insert funny lines    i was quite disappointed with a scene where a young guy tells a young lady that the jungle makes him horny    did she retort with a clever   ego withering comeback    of course not !     i m trying to work !    gee   that s even dumber than the crap comebacks i come up with    she could have told him to go find a knothole or something           p but i will admit   there was just one scene where i was surprised at the outcome   hint   it involves the evil guy and miss crap comebacks      as for the plot   i m still trying to find one    this movie was basically an excuse to get a boatload of people into dangerous territory where they could get snarfed by ridiculous   computer generated anacondas with the eyes and fangs of vipers and the faster than gravity downward acceleration of a harrier jet       harrier snake      not to mention instant digestion so they could go snarf countless other victims    the writers tried to throw in some sort of plot twist   should i call it a plot knot because it made no sense     in which the sick guy s g friend kisses the evil dude and suddenly everybody hates said evil dude and starts trying to kill him    that was about as clear and understandable as mission   impossible       if someone could explain that movie to me   i d be most grateful !  all the old guy double agents looked the same ! !    i wasn t inspired by the acting   save for the evil dude    i can t blame the actors   though    it s not their fault they had a cruddy script to work with    this concludes rydain s diatribe on a shameless exploitation   and perpetuation !   of public fear of snakes    comments   flames   anyone     rydain the atomic cheese   fresh from chernobyl dairies !  
Neg, this movie is written by the man who is deemed to be   one of the hottest writers in hollywood      he wrote the groundbreaking screenplay for scream   8/10     then added the successful i know what you did last summer   7   5/10    script to his mix   and also created the popular tv series   dawson s creek      so when he asked to direct his first movie   based on his first ever script written   everyone and their grandma said   sure   go for it !      uhhm   my question is       did anyone bother reading this stupid script        plot   ace student leigh ann watson is mistakenly caught with some cheating papers by the bitchiest teacher in the west   mrs   tingle   and set to lose her scholarship to college    when she and her friends visit the teacher at home in order to explain their side of the story   they end up tying her up   and slowly trying to talk some sense into the hardheaded woman    critique   it s not so much that this is a bad movie   than the fact that it sucks    this movie is chock full of one dimensional characters   contains no actual humor that i was able to zone in on   zero tension or thrills   plot holes the size of my big ass   lame pop tunes played to mask nothing going on in the movie   and molly ringwald   vivica a   fox and lesley anne warren tossed away in throwaway roles    i was primed for this film as its interesting premise had me thinking misery   8/10   and 9 to 5   but unfortunately for williamson   he went nowhere with the bright foundation   making references to the exorcist and dr    zhivago   which i doubt many in his target market will appreciate    he also forgot about suspense   with all of his characters based on incomprehensible decisions   unbelievable motivations and simply boring us with all of their trite dialogue    sure   katie holmes is cute   and her co star   marisa coughlan   did a reasonably amusing impression of the exorcist   worth two points out of my three on ten     but how can we forgive the biggest one dimensional character in any film   holmes  rival in the film   mrs   tingle s complete unprofessionalism being let go by all others around her   are teachers allowed to behave that way nowadays     and a transparent romance between holmes and some long haired dude   hired to be the poor man s version of skeet ulrich   who himself is a poor man s version of johnny depp !      all in all   this movie was laughable for me   provided me with no insight into anything   demonstrated williamson s genuine lack of directorial skills alongside a juvenile script   and provided helen mirren with a great role to chew into   unfortunately forgetting to give her character any believability   humanity or capacity to comprehend    no hip lines   no cheap thrills   just a dull time at the movie theater    if you want to see a funny teenage movie   go see detroit rock city   8/10     and thank my drunken   sorry ass in the morning    little known facts about this film and its stars   kevin williamson s father was a fisherman    kevin used his knowledge of fishing hooks and winches when creating the killer in i know what you did last summer   7   5/10      he is also a huge fan of steven spielberg and coincidentally   so is dawson leery on tv s   dawson s creek     a show kevin created    he was once an aspiring actor    in fact   he even landed a bit part on tv s   another world      also   williamson has gone on record to say that an unsupportive english teacher who once told him that he would never amount to anything was the inspiration for mrs   tingle   which is also loosely based on the book   killing mr   griffin   by the writer of i know what you did last summer   7   5/10      lois duncan    he has also come out and said that he is a gay man    helen mirren was born in london   england under the name ilynea lydia mironoff    she is married to director taylor hackford   whose works include devil s advocate   8/10   and an officer and a gentleman   8   5/10      this film was originally titled killing mrs    tingle   but was changed after the columbine high school shooting incident    actress marisa coughlan will star in kevin williamson next tv project called   wasteland      this is actor barry watson first full feature film    he has played the character of   seth   on tv s   malibu shores   several times    
Neg, in a typical cinematic high school   the football jocks have sex with the girls and then dump them   but not before the boys  scores are dutifully recorded in their little black books    as the sexual acts take place   the other guys hang out nearby   guzzling beer and grunting like pigs    in the rage   carrie 2   robert mandel s terminally bland sequel to carrie   there isn t a single original moment    only amy irving returns from carrie   and the talent of the rest of the sequel s cast is impossible to determine given the stupefying mediocrity of rafael moreu s script    as rachel   the horror story s lead   emily bergl gives one of the least scary performances in recent memory   but it isn t exactly her fault    the director asks for little from his actors   which is precisely what he gets    sporadically in this lame and lifeless movie   rachel will cause school lockers and windows to fly open   but generally she just mopes around looking like a victim    her fellow students delight in tormenting her    of course   she will get her revenge in the obligatory ending bloodbath in which she will decapitate and castrate the boys and crush the girls with burning timbers    as the movie marks time until its big finale   it throws in some repugnant scenes   hoping to turn audience s stomachs    rachel s girlfriend commits a horrible and realistic suicide after the boy who made   love   to her the night before spurns her       he gets major points in his black book for this   but his buddies say he would have gotten more if he had had sex with her after her death      even a helpless puppy is run over   and we see his poor   little body flipping over and over under a truck    the teenagers in the movie are completely blas   about it all       doesn t it offend you that some girl offed herself yesterday     asks one of the few kids with a conscience       why      responds his nonplussed girlfriend       she wasn t anybody      remarkably devoid of any energy   especially for a horror flick   the movie makes one yearn for a fast forward button on the theater s armrest    with material this bad   the film s only hope is to go for parody   but it isn t smart enough to realize it    even the mandatory epilogue is as pointless and predictable as the rest of the movie    the rage   carrie 2 runs 1   45    it is rated r for graphic violence   teen alcohol abuse   sex   nudity and profanity and would be acceptable only for older teenagers    
Neg, man   this was one wierd movie    similar to conspiracy theory in that it couldn t decide which genre it is    the first hour is your standard stock aliens clone   which nicely created an eerie atmosphere about the ship    the last half hour    this was when the makers blew the script out the airlock and just decided     screw it   let s just kill everybody      from then on   forget sci fi       this  movie becomes 100% horror    what really dissappointed me about this movie was that it tried to scare you in entirely the wrong way    instead of using clever tricks or trying to build up to a scare   this movie just uses loud noises   sudden camera shifts and short quick bursts of gore           yawn         everyone s  seen it all before and knows when to expect it    the one thing that was done well was the lead up to finding out about what happened to the previous crew    there are skeletons lying around mangled and mashed   but what did this    then finally after being painfully restored   the new crew views the video    the acting isn t too bad at all           considering what the actors had to work with anyway   as there is no complex or interesting dialogue to speak of    there was some very nice camerawork in certain sequences though   like when the hull near the bridge of the event horizon is breached and the camera pans back to follow specific objects as they bounce across the deck and are sucked out into space    this movie could have been so much better    it had a good experienced cast who deserved more to work with    there was just nothing new here that any of us haven t seen before in aliens or hellraiser    
Neg, the king and i   a warner brothers animated   musical feature   recycles the classic story of a woman who challenges the heart of a king   with obvious results    when anna   miranda richardson     a british schoolteacher   travels to saim to educate the king s   martin vidnovic   children   she learns that the king is treating his people unfairly   and must say something to the greedy ruler    meanwhile   the king s prime minister   ian richardson     the stereotypical villain   plots to overthrow the king   taking the throne    the last   and most predictable   main subplot deals with the king s son   allen d   hong     and his love for a servant   tuptim   armi arabe     and how he conflicts with his feelings   and the ancient laws of saim    not even the lone strong character of anna can save the unbelievably horrible waste of talent   as the king and i s problems could fill the blank pages of a journal    i will only note the major difficulties   for it would take pages to elaborate on every detail    the screenplay   written by arthur rankin   peter bakalian   jacqeline feather   and david seidler   which is based upon the play written by richard rodgers and oscar hammerstein   has some of the worst dialogue written in a film within recent memory   as every time the obnoxious king would shout     etc   etc   etc     i would cringe    literally    speaking of cringing  i did quite a bit of this during the rather short film   which is a classic display of terrible filmmaking    besides the repetitive dialogue from the king   on the whole   the songs seem out of place   and unlike the lyrics   are unmagical    the sole song which is used cleverly is   getting to know you     which is used as anna shows the children the great outdoors   which they have never been exposed to    unlike disney animated features   the king and i s songs don t add to the film   and are as uneffective as could be    take the following scenario as an example   as the sheer horror of the king and i s music is at its worst    you re being hunted by a dragon !  what do you do !    sing a happy song !  martin vidnovic voices the king without effort or emotion  you hear the saying two negatives don t make a positive    believe it !  with the terrible dialogue that the king has   along with his awful voice track   the king is completely unbelievable   only shows mild signs of any personality   and the only thing that changes in the king is that he says   etc     etc     etc       more and more as the film progresses    no personality at the beginning of the movie   none at the end    and where does this character s personality change    hey   i thought anna was supposed to change him !  isn t that the whole plot    the prime minister s hideous sidekick   darrell hammond   brings his share of cringes as well   oh no !  another one of his teeth fell out !  hardy har har !  he is supposed to bring laughs for the kidlets   but even at age five i would have cringed while watching him    by the way this review is going   you may think the reasoning for my hate for this film is due to not liking animated films  hence why i hate this movie   because the king and i is a disgrace to animation    animated films   such as 1994 s the lion king and 1998 s the prince of egypt   are among my favorite movies of all time    the animation team does design their share of well animated settings   so this makes it easier to take my mind off of the annoying king   until i realize that day and night switch back in fourth within seconds    i have not read the play   or seen the oscar winning   1956 film adaption   but from what i can tell   the screenplay for the 1999 version completely butchers the play   for the king and i is never magical   nor interesting    if it wasn t for miranda richardson   who voices anna with feeling   the king and i could earn the title     worst movie of the decade      instead   the king and i will just go down as among the year s worst    the bottom line  avoid this movie at all costs    not even young children   the target audience in this film   will enjoy it    not the slightest bit    
Neg, synopsis   cro magnon ayla loses her mother to an earthquake and escapes certain death by a lion    reluctantly rescued by a neanderthal clan who likes to have sex doggy style   ayla grows up to become a blond   feminist supermodel who challenges the neanderthal patriarchy by throwing rocks and giving birth without a mate    comments   allow me to state for the record that i find daryl hannah an appealing presence in movies    she proved quite charming as the intelligent astronomer in the romantic comedy roxanne and equally creepy as pris in the sci fi classic blade runner    the clan of the cave bear clearly tries to capitalize on hannah as a selling point   the poster art bears a striking closeup of hannah in tribal paint and the video box prominently features her name in lettering the same size as the title    not even her starring role in this turkey   unfortunately   can save it from being an unbelievable exercise in cheese    it s so uniquely bad   a film dealing with prehistoric man that actually tries   and miserably fails   to be serious   that it s oddly fascinating    the ridiculous attempt at drama here leaves the audience somehow transfixed   wanting to see how this dud plays out    the clan of the cave bear is based upon a popular novel by jean m   auel    to this day   the book possesses a loyal cult following    i remember a dear friend of mine had a dog eared copy of the novel she had read as a child with all the so called dirty parts blacked out with marker by her grandmother    i have never read this book   but i sure hope it s 10   000 times better than its film adaptation    if not   then i m at a complete loss to explain its popularity    the clan of the cave bear immediately opens with a comically absurd scene    a young ayla   looking much like drew barrymore in e   t      tramps about in the woods    with her cute little ponytails and fur wrapped about her   the audience s expectations of a convincing portrayal of prehistory are immediately shattered    what follows is a laughably choreographed sequence in which an earthquake swallows up ayla s mother   a blonde with fur pants       er    leggings      tearful ayla looks on as the cameraman shakes the camera       well    as the earthquake slowly recedes    a hungry lion becomes interested in her for lunch   but the screaming six year old manages to outrun the king of the wild and find a safe haven    i won t detail the story any further   this seems enough to illustrate my point    this movie is really stupid    it never even gives the audience a chance to suspend their disbelief    also   the obvious comparison between the appearance of cro magnon man in prehistory and the rise of feminism in our century is about as subtle as burning a wonderbra in front of charlton heston    the movie doesn t just suggest this message   it whacks the message into the audience with a two by four    a blond   gorgeous woman challenges the social laws of a bunch of people in gaudy brown wigs    she s of the   new people     they re of the   old people   with   the memories      yep    we get it    we get it    the clan of the cave bear apparently received an academy award nomination for best make up   which surprises me    the movie depends upon a lot of make up obviously   but much of it is unconvincing    as stated before   daryl hannah is daryl hannah here   she looks like she just stepped out of the shower all the time    the rest of the characters have dark make up of some sort smeared over them to look like dirt    the face painting that s occasionally seen is perhaps the only notable work here in my mind    this movie also suffers from its new age trappings    maybe the music sounded a lot more fresh or original during 1985   but now it sounds dated and cliched   like poorly conceived elevator music    add to this the film s faux mysticism   including spirit animals and dream visions   and a narrator who sounds like a psychic you d expect to hear on a 1 900 number   and you get a movie that has serious problems being serious    the clan of the cave bear is rated r   though it s probably one of the most inoffensive offensive films i ve seen in quite a while    it contains several scenes of sex sans nudity    the violence mostly consists of hunting scenes    the funniest moment of the movie occurs when a neanderthal in love with ayla attempts to rescue her from a ferocious bear    the bear bites his head off and the audience sees it rolling about    although this may sound gratuitous   i m sure   it s so cheesy that it probably won t bother most people    the clan of the cave bear is a bad movie    however   as i wrote at the beginning of this review   it does have the distinction of originality    typically when i think of bottom of the barrel films dealing with early man   fantasy movies involving dinosaurs   who did not exist at the same time as man   and raquel welch come to mind    the clan of the cave bear tries so hard to be serious that   though it s so bad   the audience is still interested by the unique setting and characters of the movie   which is why i awarded this turkey two stars      i have to think that fans of the book would be disappointed with this film version   however   i m only basing this observation on the fact that the book is almost invariably better than the movie    i shudder to think that it could be otherwise        
Neg, salaries of hollywood top actors are getting obscenely large these days and many find this to be the main reason for skyrocketing movie budgets    actors who demand such salaries might be greedy   but in some instances they are quite justified   because many films would never be watched or even made without their participation    proof for that can be found even in the realm of low budget movies   and one fine example is breakaway   1995 thriller directed by sean dash and starring   in   famous figure skater tonya harding    face of tonya harding is most prominently featured on movie s poster   but the main star of the film is terri thompson who plays myra   attractive woman who works as a courier for gangster    one day she decides to retire   but her employers are anything but enthusiastic about that    realising that her life suddenly became worthless   myra starts running for her life   followed by professional assassins    terri thompson being the actual star of the film instead of tonya harding becomes quite understandable after the scenes that feature former figure skater    although tonya harding displays convincing martial arts abilities   her acting leaves much to be desired    on the other hand   her disappointing efforts are hardly out of place in the film that lacks originality   believable characters and situations and actually represents anything that gave b films a bad name    martin sheen s brother joe estevez   whose character looks like he had entered from another movies  set   is the only bright spot of breakaway    unfortunately   he appears in this film too little too late to prevent viewers from realising why tonya harding s silver screen debut proved to be her last film    
Neg, movies like six days   seven nights make me mad because talented people like harrison ford   anne heche   and ivan reitman put a lot of hard work in to a script worth about ten cents      the script was written by michael browning   and he decided that   instead of thinking up new ideas   he d rehash a lot of cliches   omit even the slightest bit of character development   and then throw in drug dealing pirates to provide for a few high level action sequences and explosions      there are good scripts out there that high profile actors can make   see the truman show   for instance        six days   seven nights is simply a waste    let s see            we have to get harrison ford and anne heche alone on an island      so   how do we do that      well   we ll make her a feisty magazine editor   and we ll make him a crusty old pilot      but wait   she has to have a fianc   e   that can be david schwimmer      but wait   if she has a fianc   e   how will she and harrison ford crash on the island alone      i know !    they ll get to their vacation spot   and then she ll get called back !    yessssss !    so   they ll crash on the island   and that will be funny for about five minutes      shucks    oh   i ve got it !    we ll throw in a distracting subplot in which her fianc   e has sex with a really attractive woman who acts like a bimbo   and then he can feel guilty      then   when anne heche kisses harrison ford   they have to kiss   because otherwise nobody will want to see the movie     it will be a vindicated action   because her fianc   e will already have cheated on her !    then   for no obvious reason   they ll accidentally run into pirates who try to kill them      oh   yes !    i feel so good about this story      instead of using characterization to propel the events   it will be completely random   and yet totally predictable !    imagine that    don t get me wrong    six days   seven nights is not a boring picture   ford and heche both do a great job      the sparks fly between them   and so most of browning s inane dialogue is drowned out by the actors  sheer force of talent       almost every scene between them has energy that the performers bring to the screen   and i found myself laughing pretty hard      schwimmer is also funny   and manages to milk all of his scenes for whatever he can get      and reitman   who has made some good films   at least tries to make things exciting      even though the pirate subplot is profoundly dumb   i was prepared to be pleasantly sidetracked by the action sequences    it s just when i start to think about the story that my contempt for this film surfaces      the picture feels like it s been hacked to pieces    i wouldn t be surprised if five or six inept subplots have been edited out completely      the ones that are here are as bad as they come   i think i let out a very audible groan when they get the first glimpse of the pirate ships     and i d just like to shake the producers by the shoulders and scream     why did you pick this awful script !        the film is outright stupid   but some of the elements are subtly horrifying      for instance   take the subplot in which the schwimmer character has sex with the bimbo   and then feels really guilty      this is a serious problem in real life   but six days   seven nights reduces any chance of complexity to a weak plot device     his actions are what makes it okay for heche to kiss ford      in a script that lacks even a glimpse of intelligent subtlety   i find it odd that such a strangely insulting device ended up in the story    this is summer movie season   but that doesn t mean our movies have to be dumb      1998 so far has been one of the worst years in recent memory for summer blockbusters      when i was in line for six days   seven nights   i heard the woman in front of me ask for   two tickets to that new harrison ford movie         why didn t she know the name of the film      i suppose she just didn t care       what bothers me even more is that the people who make these big budget pictures don t realize that their films are becoming parodies of themselves      good actors should sign to good scripts   and if hollywood insists on making flicks to rake in cash   they least they could do is assume that we d like to spend our money on a story worth more than ten cents    
Neg, if anything     stigmata   should be taken as a warning against releasing similarly themed films relatively close to one another    of the four supernatural horror flicks released this year   it is clearly the worst    i suppose i should have seen this coming    after all     blair witch   thoroughly creeped me out     sixth sense   was mildly spooky   and then   stir of echoes   had its moments   but wasn t anything i d lose sleep over    clearly   the quality of the horror this summer has slowly been dropping    is it then any surprise that   stigmata   is the dullest   most horribly executed piece of mtv influenced tripe i have seen in a long while    no   not really    patricia arquette plays frankie page   a hairdresser from pittsburgh who receives a rosary as a gift from her globe trotting mother    as it turns out   the rosary belonged to a recently deceased brazilian priest    the priest s church had been under investigation by father andrew kiernan   gabriel byrne   because of the mysterious appearance of a bleeding statue    father kiernan is an investigator who has made a career out of disproving supposed religious signs   but this time he believes there is something to the bleeding statue    his investigation is soon called off   however   when the frankie starts exhibiting signs of the stigmata   in which a person is inflicted with wounds like that of jesus christ    father kiernan is initially skeptical of frankie  s story   considering she s an atheist   but once he witnesses the stigmata attacks himself   he dedicates himself to finding out what is going on    he eventually begins to suspect that his boss   cardinal houseman   jonathan pryce     is concealing something that could bring down the catholic church    as it turns out   the dead priest had been working on the translation of a   fifth gospel   before they were excommunicated    the new rupert wainwright music video            i mean film   stigmata   is the sort of film that starts off ok and only gets worse    indeed   it would have been good if it were a music video   because it s only interesting for about five minutes    i m not sure what wainwright is trying to prove with his endless parade of slow motion   double exposure   and extreme close ups   whoaaaaaa ! ! ! !     other than the fact that he has the most swelled head of any director in hollywood and   yes   he has been to film school    his camera trickery is interesting for a little while   but eventually   it becomes headache inducing    what this film needed is a second audio track to be played over the dialogue   such as it is     with wainwright screaming at the audience     see    look at what i can do !  i m an ex cellent dir ect or      maybe then he d explain why he decided to start half of his scenes with slow motion shots of water dripping in reverse   or why he included random superfluous shots as that of an egg frying   ooh   scary !      if there was some underlying meaning behind all this camera trickery   i didn t see it    just when you thought it was safe to get involved in the story   here comes a double exposure shot of two patricia arquettes collapsing into bed for no reason whatsoever    arrrrrrrghhhh            then again   the superfluous camera trickery wouldn t bother me if   stigmata   had a story or characters that were remotely engaging    though wainwright s vanity certainly doesn t help   he does seem to have been given a nearly unworkable script    where are plot continuity and character development when you need them    case in point   frankie page is the character that   i assume   we are supposed to identify and sympathize with   but we aren t given any back story on her character   or any reason to like her    the extent of her character development seems to be that she is a hard working hairdresser   who can somehow afford a cavernous apartment on the top floor of her building   and she s kind of cute   so let s start the bleeding !  the fact that she s clearly not the brightest bulb in the drawer doesn t help   either    according to frankie page   what is the first thing to do after receiving mysterious wounds on your wrists and back    go clubbing !  sure   that makes sense    arquette   byrne   and pryce give it the old college try   but their characters are so one dimensional that they just appear to be sleepwalking    scenes between arquette and byrne that were probably supposed to be sexually charged fall almost embarrassingly flat   because the setup of the romantic subplot is so clumsily handled that it almost reaches the point of becoming laughable    even though frankie page s life is falling apart before her very eyes   she still finds the time to hit on a priest who wanders in to her hair salon    even more curiously   he seems to be interested in her advances    father andrew s religious doubt pops up so suddenly that it seems more silly than dramatic    as for pryce   he may as well wear a curled mustache and cackle     i ll get you   my pretty     for all the depth his cardinal houseman is afforded    trust me   i m not revealing anything by telling you pryce turns out to be a villain    what s worse   after being faced with dull characters and the prospect of having annoying camera tricks and loud music jammed down our throats   we now have to contend with a story that starts off in one direction   veers off in another   then another   and ends up being totally incomprehensible    first of all   the film doesn t even bother to explain what should be very simple plot details   how does frankie get the stigmata merely by touching a rosary    how come an atheist like her was chosen   since father andrew mentions that only very devout believers have ever received stigmata    actually   i m not sure what frankie was posessed by    supposedly   stigmata occurs when one is posessed by the holy spirit   but the film later has her being posessed by the dead priest   and later by some evil spirit   i think      which one is it    the answer to this question   of course   is very simple   the possessing entity in each scene is determined by whichever effects and flashy camera work mr   wainwright wants to use this time    furthermore   the ending is a ridiculously neat little wrap up   and the filmmakers compound this problem by ultimately turning the film into a diatribe against the catholic church    if you do any research at all about the gospel of st   thomas   you ll find that it is not being suppressed by the church   as the film seems to claim     but that it is readily available at your local library    there s nothing the catholics need to worry about   though       stigmata s   religion is so off base that it can t be confused for anything remotely resembling the real catholic church    if they wanted to portray catholic priests as mobsters   they should have gone all out and equipped them with sharkskin suits and tommy guns   which would have been far more interesting    i m not catholic   in fact   i don  t care much for the catholic church   but its cartoonish misrepresentation in this film should not be considered realistic by any means    it s rare to see a film that fails on as many levels as   stigmata   does    it  s not thought provoking   though it would like to be   and it is definitely not scary   though it pretends to be    i m not sure why they tried to pass this off as a horror film   because there is absolutely nothing scary about the story    maybe it s an attempt to cover up the fact that none of the scenes have any dramatic weight whatsoever    the initial shock of seeing arquette covered with blood is dulled by the fact that it happens over   and over   and over    like so many films of the mtv generation   this one suffers from overkill    so much is overdone in   stigmata     that it eventually has no effect on the audience   leaving us to pick out the film s   many   flaws    i m also still trying to figure out why the quotation they take from the gospel of st   thomas is so earth shattering    when we finally hear it   the saying sounds like something every five year old learns on their first day of sunday school   which means that for all its flash   the whole film is really much ado about nothing    the dog days of summer usually produce one monstrous dog   and   stigmata   is it    
